name,score,ingredients
First Aid Beauty Facial Radiance Polish,2,"Water (Aqua), Sodium Cocoyl, Isethionate, Behenyl Alcohol, Sodium Lauryl Sulfoacetate, Propanediol, Cocamidopropyl Hydroxysultaine, Glyceryl Stearate SE, Sodium Chloride, Butyrospermum Parkii (Shea) Nut Shell Powder, Salix Alba (Willow) Bark Extract, Copernicia Cerifera (Carnauba) Wax, Butyrospermum Parkii (Shea) Butter, Colloidal Oatmeal, Glycerin, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Vitis Vinifera (Grape) Seed Oil, Panthenol, Camellia Sinensis Leaf Extract, Chrysanthemum Parthenium (Feverfew) Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Rubus Occidentalis Fruit Extract, Symphytum Officinale Root Extract, Hydroxyethylcellulose, Ethylhexylglycerin, C12-15 Alkyl Lactate, Carbomer, Hydroxypropyl Guar, Sodium Hydroxide, Sodium Phytate, Aloe Barbadensis Leaf Juice Powder, Ceramide NP, Lactic Acid, Citric Acid, Phenoxyethanol, Chlorphenesin, Sodium Benzoate, Titanium Dioxide (CI 77891)."
The Ordinary Matrixyl 10% + HA,2,"Aqua (Water), Glycerin, Butylene Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Sodium Hyaluronate, Hydroxypropyl Cyclodextrin, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Polyacrylate Crosspolymer-6, Trisodium Ethylenediamine Disuccinate, Carbomer, Polysorbate 20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin."
Josie Maran Surreal Skin Argan Finishing Balm,2,"Water (Aqua)**, Dimethicone, Caprylyl Methicone, Glycerin, Polymethylsilsesquioxane, Cetearyl Glucoside, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Dimethicne/Vinyl Dimethicone Crosspolymer, Argania Spinosa (Argan) Kernel Oil*, Butyrospermum Parkii (Shea Butter)**, Disodium EDTA, Gluconolactone, Isohexadecane, Lecithin, Niacinamide, Polysorbate 80, Sodium Stearoyl Glutamate, Sodium Acrylates Copolymer, Sodium Benzoate, Sodium Acrylate/Acryloyldimethyl Taurate Copolymer, Titanium Dioxide, Mica., *ORGANIC
**NATURAL"
Honest Beauty Everyday Radiance Moisturizer,2,"Water (Aqua), Sodium Laurylglucosides Hydroxypropylsulfonate, Glycerin, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Hydroxysultaine, Sodium Chloride, Sorbitol, Sodium Lauryl Glucose Carboxylate, Lauryl Glucoside, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Yucca Schidigera Root Extract, Saponaria Officinalis Extract, Leuconostoc/Radish Root Ferment Filtrate, Hydrolyzed Quinoa, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil, Pelargonium Graveolens Flower Oil, Pogostemon Cablin Leaf Oil, Anthemis Nobilis Flower Oil, Cymbopogon Martini Oil, Abies Sibirica Oil, Gluconolactone, Potassium Sorbate, Sodium Benzoate, Coconut Acid, Sodium Citrate, Citric Acid, Sorbic Acid, Linalool."
Sonage C Shield Smart Serum,2,"water, glycerin, potassium cetyl phosphate, sodium olivate, sodium ascorbyl phosphate (vitamin c), capsicum annuum fruit extract, sodium hyaluronate (hyaluronic acid), ascorbyl palmitate (vitamin c), ascorbic acid (vitamin c), tocopherol (d-alpha) (vitamin e), phospholipids, beta-carotene, citrus unshiu (mandarin orange) peel extract, carthamus tinctorius (safflower) seed oil, citrus sinensis (valencia orange) essential oil, lonicera caprifolium (honeysuckle) flower extract, lonicera japonica (honeysuckle) flower extract, curcuma longa (turmeric) root extract, citrus grandis (white grapefruit) fruit extract, annatto, zea mays (corn) oil, xanthan gum, phenoxyethanol, ethylhexylglycerin, citric acid"
Too Cool For School Rules of Mastic IX Cream,2,"Water/Aqua/Eau, Glycerin, Caprylic/Capric Triglyceride, Methylpropanediol, Polyglyceryl-3 Methylglucose Distearate, 1,2-Hexanediol, Cyclomethicone, Neopentyl Glycol Diheptanoate, Niacinamide, Behenyl Alcohol, Betaine, Glyceryl Stearate, Beta-Glucan, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Cellulose Gum, Hydrogenated Lecithin, Microcrystalline Cellulose, Polyglyceryl-10 Oleate, Citrus Aurantium Dulcis (Orange) Oil, Ethylhexylglycerin, Ceramide NP, Adenosine, Lim1thes Alba (Meadowfoam) Seed Oil, Pistacia Lentiscus (Mastic) Gum, Cetearyl Alcohol, Citrus Nobilis (Mandarin Orange) Peel Oil, Stearic Acid, Carbomer, Tromethamine, Glyceryl Stearate SE, Litsea Cubeba Fruit Oil, Cholesterol."
Grown Alchemist Hydra-Repair Cream,2,"Aloe Barbadensis (Aloe Vera) Leaf Extract, Aqua (Purified Water), Prunus Amygdalus (Sweet Almond) Dulcis Oil, Cetearyl Olivate (and) Sorbitan Olivate (Plant), Cetyl Alcohol (Plant), Glycerin (Plant), Rosa Canina (Rosehip) Fruit Oil, Dimethicone (Mineral), Benzyl Alcohol (Organic Listed), Xanthan Gum (Polysaccharide), Lactic Acid (Plant), Tocopherol (Plant), Pelargonium Graveolens (Geranium) Oil, Citrus Sinensis (Sweet Orange) Peel Oil Expressed, Citrus Nobilis (Mandarin) Peel Oil, Sucrose (Plant), Daucus Carota (Carrot) Sativa Root Extract, Camellia Oleifera (Camellia) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Salix Alba (White Willow) Bark Extract, Hydrolyzed Wheat Protein (Plant), Chamomilla Recutita (Chamomile) Flower Oil, Sodium Dehydroacetate (Organic Listed), Linalool (Plant), Limonene (Plant), Citral (Plant), Geraniol (Plant), Citronellol (Plant)."
"Grounded Sage Skincare Facial Moisturizer, Forever Young ",2,"Organic Theobroma Cacao (Cocoa) Seed Butter, Organic Butyrospermum Parkii (Shea) Butter, Aqua (Deionized Water), Organic Cocos Nucifera (Coconut) Oil, Organic Mangifera Indica (Mango) Seed Butter, Organic Theobroma Grandiflorum (Capuacu) Seed Butter, Organic Elaeis Guineensis (Palm) Oil, Stearic Acid, Caprylic/Capric Triglyceride, Organic Camellia Sinensis (Green Tea) Leaf Extract, Organic Persea Gratissima (Avocado) Oil, Organic Macadamia Ternifolia Seed Oil, Organic Aloe Barbadensis Leaf Juice, Organic Cymbopogon Martini (Palmarosa) Oil, Daucus Carota Sativa (Carrot) Seed Oil, Cucumis Sativus (Cucumber) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Rheum Rhaponticum (Rhubarb) Root Extract, Carica (Papaya) Fruit Extract, Rosa Canina (Rosehip) Fruit Extract, Tocopherol (Vitamin E), Polyglyceryl-3 Stearate, Propanediol (Zemea), Titanium Dioxide, Glycerine (vegetable), Xanthan Gum, Glyceryl Caprylate, Sodium Levulinate, Tapioca Starch, Polymethylsilsesquioxane, Mica, Organic Citrus Grandis (Grapefruit) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lactobacillus Ferment, Lactobacillus, Cocos Nucifera (Coconut) Fruit Extract"
"Green Beauty Cosmetics Tinted Moisturizer, Medium ",2,"Water (Aqua), Titanium Dioxide, Mica, Macadamia Ternifolia (Macadamia) Seed Oil, Iron Oxides, Vitis Vinifera (Grape) Seed Oil, Vegetable Glycerin, Zea Mays (Corn) Starch, Sodium Stearoyl Lactylate, Cetearyl Alcohol, Glyceryl Monostearate, Dilauryl Citrate, Polyglyceryl-4 Laurate, Sorbitan Laurate, Butyrospermum Parkii (Shea Butter), Prunus Armeniaca (Apricot) Oil, Calendula Officinalis (Pot Marigold) Flower Extract, Rosa Centifolia (Cabbage Rose) Flower Water, Camellia Sinensis (Green Tea) Leaf Extract, Lecithin, Geogard Ultra, Honey, Olive Squalane, Theobroma Cacao (Cacao), Yogurt, Cetearyl Olivate, Sorbitan Olivate, Tocopherol, Xanthan Gum, Citrus Aurantium Dulcis, Ca1ga Odorata (Ylang Ylang)"
Immunocologie Super 7 Elixir Face,2,"Aqua, Balanites roxburghii seed oil, Rubiginosa seed oil , Bentonite, Glycerin, Adansonia digitata seed oil, Hibiscus esculentus fruit extract, Gluconolactone, Xanthan gum, Sodium benzoate, Magnesium chloride, Magnesium stearate, Polyglyceryl-8 oleate, Vitis vinifera fruit extract, Benzyl alcohol, Helianthus annuus seed oil, Sodium hyaluronique, Tocopherol(mixed), Citric acid, Snail secretion filtrate extract, Sorbate potassium, Pogostemon cablin oil, Vetyveria zizanioides oil, Limon̬ne, Linalool, Citral, Coumarin."
Be Natural Organics Sea Kelp Daily Moisturizer,2,"Aloe barbadensis (aloe) leaf juice, vegetable glycerin (and) macrocystis pyrifera (sea kelp) extract, vitis vinifera (grapeseed) oil, cetearyl alcohol, sodium stearoyl lactylate, populous tremoloides (aspen bark) extract, panthenol, myristyl myristate, rubus idaeus (red raspberry) seed oil, vaccinium myrtillus (bilberry) fruit extract, sodium hyaluronate (hyaluronic acid), hydrolyzed avena sativa (oat) flour, allantoin, saccharum officinarum (sugar cane) extract, citrus aurantium dulcis (orange) fruit extract, citrus medica limonum (lemon) fruit extract, citrus aurantium amara (petitgrain) leaf, lavendula angustifolia (lavender), anthemis nobilis (Roman chamomile), citrus paradissi (grapefruit) peel, eriocephalus punctulatus (cape chamomile), cedrus atlantica (atlas cedar) wood, pelargonium graveolens (geranium) leaf, ormensis multicaulis (wild chamomile), citrus aurantium amara (neroli) flower, citrus sinensis (orange blood) peel distillation, ca1ga odorata (ylang ylang), acer saccharum (sugar maple) extract."
BurnOut Ultra Bright Vitamin C Serum,2,"Water, Sodium Ascorbyl Phosphate, Glycerin, Sodium Hyaluronate, Leukocyte Extract, Palmaria Palmata Extract, Malva Sylvestris (Mallow) Extract, Mentha Piperita (Peppermint) Leaf Extract, Primula Veris Extract, Alchemilla Vulgaris Extract, Veronica Officinalis Extract, Melissa Officinalis Leaf Extract, Achillea Millefolium Extract, Polysorbate, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Xanthan Gum, Citrus Sinensis (Sweet Orange) Oil, Citric Acid."
Naturopathica Rosemary Oil-Reducing Moisturizer,2,"Water/Aqua/Eau, Aloe Barbadensis (Aloe Vera) Leaf Juice*, Arachidyl Alcohol, Behenyl Alcohol, Arachidyl Glucoside, Sodium Hyaluronate, Squalane, Glycerin*, Alcohol Denatured*, Sodium Levulinate, Sodium Anisate, Epilobium Fleischeri (Alpaflor) Extract*, Xanthan Gum, Sodium Stearoyl Glutamate, Rosmarinus Officinalis (Rosemary) Leaf Oil, Potassium Sorbate, Citric Acid"
OhBases Oil Free Super Clear Moisturizer,2,"Aloe Barbadensis (Aloe) Leaf Juice, Cucumis Sativus (Cucumber) Fruit Extract, Glycerin, Hamamelis Virginiana (Witch Hazel) Extract, Phenoxyethanol, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Carbomer, Triethanolamine (TEA), Tetrasodium EDTA, Citric Acid"
Grown Alchemist Hydra-Repair+ Intensive Day Cream,2,"Aqua (Purified Water), Vitis Vinifera (Grapeseed) Seed Oil, Prunus Amygdalus (Sweet Almond) Dulcis Oil, Sorbitan Olivate (Plant), Cetearyl Olivate (Plant), Shorea Robusta Seed Butter, Cetyl Alcohol (Plant), Glycerin (Plant), Xanthan Gum (Natural Polysaccharide), Aloe Barbadensis (Aloe Vera) Extract, Tocopherol (Vitamin E), Pelargonium Graveolens (Geranium) Oil, Citrus Sinensis (Sweet Orange) Peel Oil, Citrus Nobilis (Mandarin) Peel Oil, Daucus Carota (Carrot) Sativa Root Extract, Passiflora Incarnata (Passionfruit) Seed Oil, Salix Alba (White Willow) Bark Extract, Hydrolyzed Wheat Protein (Plant), Sodium Phytate (Plant), Chamomilla Recutita (Chamomile) Flower Oil, Benzyl Alcohol, Dehydroacetic Acid, Linalool (Plant), Limonene (Plant), Citral (Plant), Geraniol (Plant), Citronellol (Plant)."
Too Cool For School Rules of Mastic IX Enhancer,2,"Water/Aqua/Eau, Butyrospermum Parkii (Shea) Butter, Propanediol, Vegetable Oil, Cyclohexasiloxane, Dicaprylyl Ether, 1,2-Hexanediol, Cetearyl Alcohol, Polyglycerin-3, Glycerin, Caprylic/Capric Triglyceride, Glyceryl Stearate SE, Hydrogenated Palm Glycerides, Squalane, Potassium Cetyl Phosphate, Behenyl Alcohol, Beta-Glucan, Bisabolol, Arctium Lappa Root Extract, Centella Asiatica Extract, Phellinus Linteus Extract, Hydrogenated Lecithin, Portulaca Oleracea Extract, Arginine, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ethylhexylglycerin, Sodium Hyaluronate, Polyglyceryl-10 Oleate, Citrus Aurantium Dulcis (Orange) Oil, Ceramide NP, Adenosine, Lim1thes Alba (Meadowfoam) Seed Oil, Pistacia Lentiscus (Mastic) Gum, Citrus Nobilis (Mandarin Orange) Peel Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Butylene Glycol, Litsea Cubeba Fruit Oil, Palmitoyl Tripeptide-5, Raffinose, Folic Acid, Hydrolyzed Hyaluronic Acid, Cholesterol, Tromethamine, Palmitoyl Pentapeptide-4"
One Love Organics Botanical D Moisture Mist,2,"aloe barbadensis leaf juice*, aqua/water/eau, lactobacillus ferment, carthamus tinctorius (safflower) oleosomes, microcrystalline cellulose, glycerin, rhododendron ferrugineum extract*, lentinus edodes extract*, oryza sativa (rice) extract*, rose extract, pelargonium graveolens oil, caprylic/capric triglyceride, sodium anisate, levulinic acid, cellulose gum, sodium levulinate, sodium phytate, potassium sorbate"
Graydon Fullmoon Serum,2,"Moringa Oleifera Leaf Extract, Malachite Extract, Glycerin, Cassia Angustifolia Seed Polysaccharide, Vigna Aconitifolia Seed Extract, Maltodextrin, Khaya Senegalensis Bark Extract, Hydrolyzed Hibiscus Esculentus Extract, Dextrin, Moringa Oleifera Seed Extract, Tanacetum Annuum Flower/Leaf/Stem Oil, Phenethyl Alcohol, Pentylene Glycol, Propanediol, Algin, Cellulose Gum, Triethyl Citrate, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, A1as Sativus (Pineapple) Fruit Extract, Coffea Arabica (Coffee) Leaf/Seed Extract, Prunus Armeniaca (Apricot) Fruit Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Musa Sapientum (Ba1a) Fruit Extract, Cucumis Melo Cantalupensis Fruit Extract, Cinnamomum Zeylanicum Bark Extract, Vanilla Planifolia Fruit Extract, Limonene, Linalool, Citral"
TonyMoly The Black Tea London Classic Serum,2,"Camellia Sinensis Leaf Extract, Glycerin, Dipropylene Glycol, Water, Cyclomethicone, 1,2-Hexanediol, Niacinamide, Polymethylsilsesquioxane, Glyceryl Polymethacrylate, Panthenol, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Jojoba Esters, C14-22 Alcohols, Hydrogenated Polydecene, Caprylic/Capric Triglyceride, Polyquaternium-51, Dimethiconol, Hydrolyzed Jojoba Esters, C12-20 Alkyl Glucoside, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Hydroxyethylcellulose, Adenosine, Theobroma Cacao (Cocoa) Extract, 3-O-Ethyl Ascorbic Acid, Dextrin, Caprylhydroxamic acid, Citric Acid, Tromethamine, Disodium EDTA"
Beautycounter Nourishing Day Cream,2,"Aqua/Water/Eau, Caprylic/Capric Triglyceride, Aloe Barbadensis Leaf Extract, Glycerin, Glyceryl Stearate, Cocos Nucifera (Coconut) Oil*, Cetearyl Olivate, Cetearyl Glucoside, Cetearyl Alcohol, Lavandula Angustifolia (Lavender) Flower Extract, Euterpe Oleracea (Acai) Fruit Extract, Punica Granatum (Pomegranate) Fruit Extract, Carthamus Tinctorius (Safflower) Seed Oil, Bisabolol, Sorbitan Olivate, Panthenol, Beta-Glucan, Hydrolyzed Vegetable Protein, Hydrogenated Lecithin, Xanthan Gum, Maltodextrin, Xylitol, Sodium Hyaluronate, Allantoin, Phenoxyethanol, Ethylhexylglycerin. *Organic/Biologique"
Honest Beauty Everything Primer Matte,2,"Water (Aqua), Caprylyl Caprylate/Caprate, Propanediol, Methylheptyl Isostearate, Silica, Glycerin, Polyglyceryl-2 Stearate, Tribehenin, Behenyl Alcohol, Bambusa Arundinacea Stem Extract, Capryloyl Glycerin/Sebacic Acid Copolymer, Glyceryl Stearate, Undecane, Stearyl Alcohol, Lauroyl Lysine, Oryza Sativa (Rice) Bran Extract, Helianthus Annuus (Sunflower) Seed Extract, Rosmarinus Ocinalis (Rosemary) Leaf Extract, Tocopherol, Aloe Barbadensis Leaf Juice, Triticum Vulgare (Wheat) Seed Extract,Tridecane, Xanthan Gum, Linum Usitatissimum (Linseed) Seed Extract, Magnesium Aluminum Silicate, Hydroxyethylcellulose, Phospholipids, Trisodium Ethylenediamine Disuccinate, Ribes Nigrum (Black Currant) Leaf Extract, Rubus Idaeus (Raspberry) Leaf Extract, 1,2-Hexanediol, Caprylhydroxamic Acid, Sorbic Acid, Limonene, Linalool, Geraniol."
Versed Stroke of Brilliance Brightening Serum,2,"Water, Propylene Glycol, Dipropylene Glycol, Methyl Gluceth-20, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Ascorbyl Phosphate, Niacinamide, Citric Acid, Palmaria Palmata Extract, Sodium Hyaluronate, Polyacrylate Crosspolymer-6, Phenoxyethanol, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Glycerin, Curcuma Longa (Turmeric) Root Extract, 1,2-Hexanediol, Potassium Sorbate, Sodium Benzoate."
eb5 Vitamin C Serum Concentrate,2,"Water/Aqua/Eau, Disodium EDTA, Hydroxyethylcellulose, Xanthan Gum, Propylheptyl Caprylate, Prunus Amygdalus Dulcis (sweet almond) oil, Magnesium Ascorbyl Phosphate, Sodium Ascorbyl Phospohate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Sodium Citrate, Betaine, Potassium Sorbate, Aminomethyl Propanol, Glycerin, Phenoxyethanol, Ethylhexylglycerin, Glycerin, Glyceryl Acrylate/Acrylic Acid Copolymer, Camellia Oleifera Leaf Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 60, Aminomethyl Propanol, Citric Acid, Squalane,"
Be Natural Organics Pomme d'Or Stem Cell Serum,2,"Aloe barbadensis (Aloe vera) leaf juice, aqua (water), glycerin, propanediol, populus tremuloides (Aspen) bark extract, euterpe oleracea (Acai) fruit extract, gluconolactone, malus domestica fruit cell culture extract, sodium hyaluronate, matricaria recutita (Chamomile) flower extract, xanthan gum, sodium benzoate, phenoxyethanol, lecithin, maltodextrin."
"Skin 79 Water Oil, Moist Rose",2,"ROSA CENTIFOLIA FLOWER WATER, PROPANEDIOL, GLYCERIN, METHYL GLUCETH-20, 1,2-HEXANEDIOL, BETAINE, C12-14 PARETH-12, SALVIA HISPANICA SEED EXTRACT, CENTELLA ASIATICA EXTRACT, HOUTTUYNIA CORDATA EXTRACT, ETHYLHEXLGLYCERIN, DISODIUM EDTA, WATER, BUTYLENE GLYCOL, MALTODEXTRIN, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ECHINACEA PURPUREA EXTRACT, WATER, CAPRYLIC/CAPRIC TRIGLYCERIDE, TAMARINDUS INDICA SEED POLYSACCHARIDE, POTASSIUM HYDROXIDE, HYDROGENATED LECITHIN, CALENDULA OFFICINALIS FLOWER OIL, ALPHA-GLUCAN OLIGOSACCHARIDE, HYDROXYACETOPHENONE, GLYCOLIPIDS, CRITHMUM MARITIMUM CALLUSA CULTURE FILTRATE, PISTACIA LENTISCUS (MASTIC) GUM, MORINGA OLEIFERA SEED OIL, PHYTOSPHINGOSINE, PHOSPHOLIPIDS, CERAMIDE NP, SWERTIA CHIRATA EXTRACT, PHENETHYL ALCOHOL, PHENOXYETHANOL"
Naturopathica Vitamin C15 Wrinkle Repair Serum,2,"15% Vitamin C (L-Ascorbic Acid), Water/Aqua/Eau, Propanediol, Ascorbic Acid, Ergothioneine, Glycerin, Beta Glucan, Tocopherol, Cymbopogon Martini (Palmarosa) Oil, Caprylyl/Capryl Glucoside, Bisabolol, Allantoin, Sodium Hyaluronate, Anthemis Nobilis Flower Oil, Phenethyl Alcohol, Sodium Hydroxide, Acacia Senegal Gum, Xanthan Gum"
Algenist Regenerative Anti-Aging Moisturizer,2,"Water/Eau (Aqua), Caprylic/Capric Triglyceride, Butylene Glycol, Dimethicone, Pentylene Glycol, Butyrospermum Parkii (Shea) Butter, Sorbitan Stearate, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Lim1thes Alba (Meadowfoam) Seed Oil, DI-C12-15 Alkyl Fumarate, Algae Exopolysaccharides, Malus Domestica Fruit (Apple) Cell Culture Extract, Bambusa Vulgaris (Bamboo) Leaf/Stem Extract, Tetrapeptide-21, Pisum Sativum (Pea) Extract, E1tia Chlorantha Bark Extract, Alaria Esculenta Extract, Sodium Ascorbyl Phosphate, Biotin, Glucosamine HCL, Eucalyptus Globulus Leaf Oil, Ergothioneine, Oleanolic Acid, Cetyl Alcohol, Dimethicone/PEG-10/15 Crosspolymer, Stearic Acid, Carbomer, Xanthan Gum, Lecithin, Mannitol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Disodium EDTA, Caprylyl Glycol, Ethylhexylglycerin, Aminomethyl Propanol, Hexylene Glycol, Phenoxyethanol"
isoi Sebum Care Essence Lotion,2,"Water, Ethanol*, Glycerin, Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Betaine, Trehalose, Pentaerythrityl Tetraisostearate, Silica, Xanthan Gum, Hedera Helix (Ivy) Extract, Calendula Officinalis Flower Extract, Rosmarinus Officinalis (Rosemary) Extract, Melaleuca Viridiflora Leaf Oil, Chamomilla Recutita (Matricaria) Flower/Leaf Extract, Centella Asiatica Extract, Lactobacillus/Soybean Ferment Extract, Salix Alba (Willow) Bark Extract, Cinnamomum Cassia Bark Extract, Origanum Vulgare Leaf Extract, Chamaecyparis Obtusa Leaf Extract, Scutellaria Baicalensis Root Extract, Portulaca Oleracea Extract, Citrus Paradisi (Grapefruit) Peel Oil, Paeonia Suffruticosa Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Allantoin, Panthenol, Carbomer, Arginine"
Living Nature Skincare Nourishing Day Cream,2,"Aqua (water), Squalane (vegetable squalane), Caprylic/Capric triglyceride, Cetearyl olivate, Persea gratissima (avocado) oil, Sorbitan olivate, Butyrospermum parkii (shea) butter (certified organic), Mel (manuka honey), Parfum (fragrance)*, Phormium tenax leaf juice (NZ flax gel), Triticum vulgare (wheat) germ oil, Sclerotium gum, Glycerin(certified organic), Olea europaea (olive) leaf extract (certified organic), Totarol, Oenothera biennis (evening primrose) oil (certified organic), Tocopherol (Vitamin E), Leptospermum scoparium (manuka) oil, Glucose, Glucose oxidase, Lactoperoxidase. *Allergens originating from natural essential oils (Parfum): Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool."
Jurlique Calendula Redness Rescue Calming Mist,2,AQUA (WATER); GLYCERIN; POLYGLYCERYL-10 LAURATE; CALENDULA OFFICINALIS FLOWER EXTRACT; ECHINACEA PURPUREA EXTRACT; CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT; PRUNELLA VULGARIS LEAF EXTRACT; SPILANTHES ACMELLA FLOWER EXTRACT; ALTHAEA OFFICINALIS ROOT EXTRACT; HYDROLYZED LINSEED EXTRACT; ALOE BARBADENSIS LEAF EXTRACT; CAMELLIA SINENSIS LEAF EXTRACT; CRITHMUM MARITIMUM EXTRACT; CAPRYLIC/CAPRIC TRIGLYCERIDE; ANTHEMIS NOBILIS FLOWER EXTRACT; CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT; CITRUS GRANDIS (GRAPEFRUIT) SEED EXTRACT; PHENOXYETHANOL; ETHYLHEXYLGLYCERIN; SODIUM DEHYDROACETATE; SODIUM BENZOATE
Be Natural Organics BHA Serum,2,"Aloe barbadensis (Aloe vera) leaf juice, alcohol denat. (natural grain alcohol), glycerin, salicylic acid, populus tremuloides (Aspen) bark extract, camelia sinensis (Green Tea) leaf extract, sodium hyaluronate, xanthan gum."
Fourth Ray Beauty The Lightweight Hydrator,2,"Water, Squalane, Polysorbate 20, Glycerin, Propylene Glycol, Isopropyl Myristate, Quartz, Sodium Carbomer, Potassium Sorbate, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Phenoxyethanol."
